Title,Year,Director,Writer,Actors,Genre,Language,Country,Runtime,BoxOffice
No Manches Frida,2016,Nacho G. Velilla,"Laurence Rosenthal (screenplay), Claudio Herrera (screenplay), Sergio Sanchez (screenplay), Bora Dagtekin (based on the film by)","Omar Chaparro, Martha Higareda, Monica Dionne, Rocio Garcia",Comedy,Spanish,USA,114,11514388
Hadewijch,2009,Bruno Dumont,Bruno Dumont (scenario and dialogue),"Julie Sokolowski, Karl Sarafidis, Yassine Salime, David Dewaele",Drama,French,France,105,4603
Life During Wartime,2009,Todd Solondz,Todd Solondz,"Shirley Henderson, Michael Kenneth Williams, Roslyn Ruff, Allison Janney",Comedy,English,USA,98,278821
How to Let Go of the World and Love All the Things Climate Can't Change,2016,Josh Fox,Josh Fox,"Lester Brown, Ella Chou, Tim DeChristopher, Wu Di",Documentary,English,USA,127,13775
Beautiful Darling,2010,James Rasin,James Rasin,"Candy Darling, Andy Warhol, Holly Woodlawn, Fran Lebowitz",Documentary,English,USA,85,13400
Baar Baar Dekho,2016,Nitya Mehra,"Sri Rao (story), Nitya Mehra (screenplay), Sri Rao (screenplay), Anuvab Pal (screenplay), Anvita Dutt Guptan (dialogue)","Sidharth Malhotra, Katrina Kaif, Sayani Gupta, Kirti Adarkar",Comedy,Hindi,India,141,612363
Lingaa,2014,K.S. Ravikumar,"Pon Kumaran, K.S. Ravikumar","Rajinikanth, Anushka Shetty, Sonakshi Sinha, Jagapathi Babu",Action,Tamil,India,174,171075
Get on Up,2014,Tate Taylor,"Jez Butterworth (screenplay), John-Henry Butterworth (screenplay), Steven Baigelman (story), Jez Butterworth (story), John-Henry Butterworth (story)","Chadwick Boseman, Nelsan Ellis, Dan Aykroyd, Viola Davis",Biography,English,UK,139,22838662
The Duchess,2008,Saul Dibb,"Jeffrey Hatcher (screenplay), Anders Thomas Jensen (screenplay), Saul Dibb (screenplay), Amanda Foreman (book)","Keira Knightley, Ralph Fiennes, Charlotte Rampling, Dominic Cooper",Biography,English,UK,110,13800000
Into the Storm,2014,Steven Quale,John Swetnam,"Richard Armitage, Sarah Wayne Callies, Matt Walsh, Max Deacon",Action,English,USA,89,40613055
The Bronze,2015,Bryan Buckley,"Melissa Rauch, Winston Rauch","Melissa Rauch, Gary Cole, Thomas Middleditch, Sebastian Stan",Comedy,English,USA,100,614920
Meet the Patels,2014,"Geeta Patel, Ravi Patel","Matthew Hamachek, Billy McMillin, Geeta Patel, Ravi Patel","Ravi Patel, Geeta Patel, Champa V. Patel, Vasant K. Patel",Documentary,English,USA,88,1691439
Imogene,2012,"Shari Springer Berman, Robert Pulcini",Michelle Morgan,"Kristen Wiig, Annette Bening, Matt Dillon, Darren Criss",Comedy,English,USA,103,1378426
Expelled: No Intelligence Allowed,2008,Nathan Frankowski,"Kevin Miller, Ben Stein","Ben Stein, Lili Asvar, Peter Atkins, Hector Avalos",Documentary,English,USA,90,7499617
Perfect Sense,2011,David Mackenzie,Kim Fupz Aakeson,"Eva Green, Lauren Tempany, Ewan McGregor, Connie Nielsen",Drama,English,UK,92,1567
Bloodworth,2010,Shane Dax Taylor,"W. Earl Brown (screenplay), William Gay (novel)","Val Kilmer, Kris Kristofferson, Hilary Duff, Reece Thompson",Drama,English,USA,105,9612
Lazer Team,2015,Matt Hullum,"Burnie Burns (story), Burnie Burns (screenplay), Chris Demarais (screenplay), Josh Flanagan (screenplay), Matt Hullum (screenplay)","Burnie Burns, Gavin Free, Michael Jones, Colton Dunn",Action,English,USA,102,1149878
We Bought a Zoo,2011,Cameron Crowe,"Aline Brosh McKenna (screenplay), Cameron Crowe (screenplay), Benjamin Mee (book)","Matt Damon, Scarlett Johansson, Thomas Haden Church, Colin Ford",Comedy,English,USA,124,72700000
Lootera,2013,Vikramaditya Motwane,"O. Henry (short story ""The Last Leaf""), Bhavani Iyer (screenplay), Anurag Kashyap (dialogue), Vikramaditya Motwane (screenplay)","Ranveer Singh, Sonakshi Sinha, Barun Chanda, Adil Hussain",Drama,Hindi,India,136,581813
Goosebumps,2015,Rob Letterman,"Darren Lemke (screenplay by), Scott Alexander (story by), Larry Karaszewski (story by), R.L. Stine (based on the ""Goosebumps"" books written by)","Jack Black, Dylan Minnette, Odeya Rush, Ryan Lee",Adventure,English,USA,103,76079946
A Screaming Man,2010,Mahamat-Saleh Haroun,Mahamat-Saleh Haroun (screenplay),"Youssouf Djaoro, Diouc Koma, Emile Abossolo M'bo, Hadje Fatime N'Goua",Drama,French,France,92,9862
Get Low,2009,Aaron Schneider,"Chris Provenzano (screenplay), C. Gaby Mitchell (screenplay), Chris Provenzano (story), Scott Seeke (story)","Robert Duvall, Sissy Spacek, Bill Murray, Lucas Black",Drama,English,USA,103,9176469
The New Year's Eve of Old Lee,2016,Qunshu Gao,Er-yang Luo (screenplay),"Taishen Cheng, Chengpeng Dong, Zongxiang Guan, Ming Hu",Drama,Chinese,China,106,24898
Free Fire,2016,Ben Wheatley,"Amy Jump (screenplay by), Ben Wheatley (screenplay by)","Enzo Cilenti, Sam Riley, Michael Smiley, Brie Larson",Action,English,UK,91,1798483
Rob the Mob,2014,Raymond De Felitta,Jonathan Fernandez,"Michael Pitt, Nina Arianda, Andy Garcia, Ray Romano",Crime,English,USA,104,206909
The Eyes of My Mother,2016,Nicolas Pesce,Nicolas Pesce,"Diana Agostini, Olivia Bond, Will Brill, Joey Curtis-Green",Drama,English,USA,76,25981
In the House,2012,Francois Ozon,"Juan Mayorga (play), Francois Ozon (screenplay)","Fabrice Luchini, Ernst Umhauer, Kristin Scott Thomas, Emmanuelle Seigner",Comedy,French,France,105,469746
Beware of Mr. Baker,2012,Jay Bulger,Jay Bulger,"Bob Adcock, Tony Allen, Carmine Appice, Brian Auger",Documentary,English,USA,100,65379
Udaan,2010,Vikramaditya Motwane,"Vikramaditya Motwane, Anurag Kashyap, Satyanshu Singh (Rohan's poems and stories), Devanshu Singh (Rohan's poems and stories)","Rajat Barmecha, Sanjay Gandhi, Ronit Roy, Manjot Singh",Drama,Hindi,India,134,7461
Fifty Shades of Grey,2015,Sam Taylor-Johnson,"Kelly Marcel (screenplay by), E.L. James (based on the novel by)","Dakota Johnson, Jamie Dornan, Jennifer Ehle, Eloise Mumford",Drama,English,USA,125,189859585
All About Steve,2009,Phil Traill,Kim Barker,"Sandra Bullock, Thomas Haden Church, Bradley Cooper, Ken Jeong",Comedy,English,USA,99,33806061
Hunt for the Wilderpeople,2016,Taika Waititi,"Taika Waititi (screenplay), Barry Crump (based on the book ""Wild Pork and Watercress"" written by), Te Arepa Kahi (additional writing)","Sam Neill, Julian Dennison, Rima Te Wiata, Rachel House",Adventure,English,New Zealand,101,5202582
Sherlock Holmes: A Game of Shadows,2011,Guy Ritchie,"Michele Mulroney, Kieran Mulroney, Arthur Conan Doyle (characters)","Robert Downey Jr., Jude Law, Noomi Rapace, Rachel McAdams",Action,English,USA,129,186830669
Killers,2010,Robert Luketic,"Bob DeRosa (screenplay), Ted Griffin (screenplay), Bob DeRosa (story)","Ashton Kutcher, Katherine Heigl, Tom Selleck, Catherine O'Hara",Action,English,USA,100,47000485
The Descendants,2011,Alexander Payne,"Alexander Payne (screenplay), Nat Faxon (screenplay), Jim Rash (screenplay), Kaui Hart Hemmings (novel)","George Clooney, Shailene Woodley, Amara Miller, Nick Krause",Comedy,English,USA,115,78500000
5 Days of War,2011,Renny Harlin,"Mikko Alanne (screenplay), David Battle (based on a screenplay by)","Rupert Friend, Emmanuelle Chriqui, Richard Coyle, Heather Graham",Action,English,Georgia,113,17243
Rabbit Hole,2010,John Cameron Mitchell,"David Lindsay-Abaire (screenplay), David Lindsay-Abaire (based on his play: ""Rabbit Hole"")","Nicole Kidman, Aaron Eckhart, Dianne Wiest, Miles Teller",Drama,English,USA,91,2221809
Cloverfield,2008,Matt Reeves,Drew Goddard,"Lizzy Caplan, Jessica Lucas, T.J. Miller, Michael Stahl-David",Action,English,USA,85,79952254
The Hunger Games: Mockingjay - Part 2,2015,Francis Lawrence,"Peter Craig (screenplay), Danny Strong (screenplay), Suzanne Collins (adaptation), Suzanne Collins (novel)","Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson",Action,English,Germany,137,254641329
Nanny McPhee Returns,2010,Susanna White,"Emma Thompson, Christianna Brand (characters)","Maggie Gyllenhaal, Oscar Steer, Asa Butterfield, Lil Woods",Comedy,English,UK,109,28995450
Shadow Dancer,2012,James Marsh,"Tom Bradby (screenplay), Tom Bradby (based on the novel by)","Barry Barnes, Maria Laird, Ben Smyth, Brid Brennan",Drama,English,UK,101,99134
Sleight,2016,J.D. Dillard,"J.D. Dillard, Alex Theurer","Jacob Latimore, Seychelle Gabriel, Storm Reid, Donzaleigh Abernathy",Action,English,USA,89,3847290
"Food, Inc.",2008,Robert Kenner,"Robert Kenner, Elise Pearlstein, Kim Roberts","Eric Schlosser, Richard Lobb, Vince Edwards, Carole Morison",Documentary,English,USA,94,4238694
The Bounty Hunter,2010,Andy Tennant,Sarah Thorp,"Gerard Butler, Jennifer Aniston, Gio Perez, Joel Marsh Garland",Action,English,USA,110,66700000
Stonewall Uprising,2010,"Kate Davis, David Heilbroner","David Carter (original story), David Heilbroner","Paul Bosche, Alfredo del Rio, John DiGiacomo, Dana Gaiser",Documentary,English,USA,80,127940
Goddess,2013,Mark Lamprell,"Mark Lamprell, Joanna Weinberg","Laura Michelle Kelly, Ronan Keating, Magda Szubanski, Levi Morrison",Comedy,English,Australia,104,1002313
How to Train Your Dragon,2010,"Dean DeBlois, Chris Sanders","William Davies (screenplay by), Dean DeBlois (screenplay by), Chris Sanders (screenplay by), Cressida Cowell (based on the book by)","Jay Baruchel, Gerard Butler, Craig Ferguson, America Ferrera",Animation,English,USA,98,216900000
Room,2015,Lenny Abrahamson,"Emma Donoghue (screenplay by), Emma Donoghue (based on the novel by)","Brie Larson, Jacob Tremblay, Sean Bridgers, Wendy Crewson",Drama,English,Ireland,118,14677654
Underworld: Rise of the Lycans,2009,Patrick Tatopoulos,"Danny McBride (screenplay), Dirk Blackman (screenplay), Howard McCain (screenplay), Len Wiseman (story), Robert Orr (story), Danny McBride (story), Kevin Grevioux (characters), Len Wiseman (characters), Danny McBride (characters)","Michael Sheen, Bill Nighy, Rhona Mitra, Steven Mackintosh",Action,English,USA,92,45802315
District 9,2009,Neill Blomkamp,"Neill Blomkamp, Terri Tatchell","Sharlto Copley, Jason Cope, Nathalie Boltt, Sylvaine Strike",Action,English,South Africa,112,115646235
Always Shine,2016,Sophia Takal,Lawrence Michael Levine,"Mackenzie Davis, Caitlin FitzGerald, Lawrence Michael Levine, Khan Baykal",Drama,English,USA,85,11891
Plastic,2014,Julian Gilbey,"Chris Howard, Sacha Bennett, Julian Gilbey, Will Gilbey","Ed Speleers, Will Poulter, Alfie Allen, Sebastian De Souza",Action,English,UK,102,154441
Fashion,2008,Madhur Bhandarkar,"Ajay Monga (story and screenplay), Madhur Bhandarkar (story and screenplay), Niranjan Iyengar (dialogue), Anuradha Tiwari (story and screenplay), Sandeep Nath (lyrics), Irfan Siddiqui (lyrics), Ajeet Ghorpade (story and screenplay)","Priyanka Chopra, Kangana Ranaut, Mugdha Godse, Arbaaz Khan",Drama,Hindi,India,167,173551
Ninja Assassin,2009,James McTeigue,"Matthew Sand (screenplay), J. Michael Straczynski (screenplay), Matthew Sand (story)","Rain, Joon Lee, Jonathan Chan-Pensley, Ill-Young Kim",Action,English,Germany,99,38105077
In the Heart of the Sea,2015,Ron Howard,"Charles Leavitt (screenplay), Charles Leavitt (story), Rick Jaffa (story), Amanda Silver (story), Nathaniel Philbrick (book)","Chris Hemsworth, Benjamin Walker, Cillian Murphy, Brendan Gleeson",Action,English,USA,122,19043843
You Don't Mess with the Zohan,2008,Dennis Dugan,"Adam Sandler, Robert Smigel, Judd Apatow","Adam Sandler, John Turturro, Emmanuelle Chriqui, Nick Swardson",Comedy,English,USA,113,100018837
Shutter Island,2010,Martin Scorsese,"Laeta Kalogridis (screenplay), Dennis Lehane (novel)","Leonardo DiCaprio, Mark Ruffalo, Ben Kingsley, Max von Sydow",Mystery,English,USA,138,125001000
The Mechanic,2011,Simon West,"Richard Wenk (screenplay), Lewis John Carlino (screenplay), Lewis John Carlino (story)","Jason Statham, Ben Foster, Tony Goldwyn, Donald Sutherland",Action,English,USA,93,29113588
The Hateful Eight,2015,Quentin Tarantino,Quentin Tarantino,"Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins",Crime,English,USA,187,54116191
Timbuktu,2014,Abderrahmane Sissako,"Abderrahmane Sissako (screenplay), Kessen Tall (screenplay)","Ibrahim Ahmed, Abel Jafri, Toulou Kiki, Layla Walet Mohamed",Drama,French,Mauritania,97,696436
Radio Free Albemuth,2010,John Alan Simon,"John Alan Simon (screenplay), Philip K. Dick (novel)","Shea Whigham, Jonathan Scarfe, Michael Rothhaar, Katheryn Winnick",Drama,English,USA,111,169298
JCVD,2008,Mabrouk El Mechri,"Mabrouk El Mechri (scenario), Frederic Benudis (in collaboration with), Mabrouk El Mechri (adaptation), Frederic Taddei (original idea), Vincent Ravalec (original idea), Christophe Turpin","Jean-Claude Van Damme, Valerie Bodson, Herve Sogne, Rock Chen",Comedy,French,Belgium,97,382923
Delhi Belly,2011,"Abhinay Deo, Akshat Verma","Mr. Moris (screenplay by), Akshat Verma","Imran Khan, Vir Das, Kunaal Roy Kapur, Shenaz Treasury",Action,English,India,103,1531757
Hatchet II,2010,Adam Green,Adam Green,"Danielle Harris, Tony Todd, Kane Hodder, Parry Shen",Comedy,English,USA,85,52604
Enthiran,2010,S. Shankar,"Madhan Karky (dialogue), Swanand Kirkire (hindi dialogue), S. Shankar (dialogue), S. Shankar (story and screenplay), Sujatha (dialogue)","Rajinikanth, Aishwarya Rai Bachchan, Danny Denzongpa, Santhanam",Action,Tamil,India,174,1520108
Top Cat Begins,2015,Andres Couturier,"James Krieg (screenplay by), Doug Langdale (screenplay by), Jorge Ramirez Suarez (screenplay by)","Jason Harris, Chris Edgerly, Bill Lobley, Matthew Piazzi",Animation,Spanish,Mexico,89,139568
Lebanon,2009,Samuel Maoz,Samuel Maoz,"Yoav Donat, Itay Tiran, Oshri Cohen, Michael Moshonov",Drama,Hebrew,Israel,93,300000
Saala Khadoos,2016,Sudha Kongara,"Sudha Kongara (script), Sudha Kongara (story and screenplay), Sudha Kongara, Madhavan (screenplay and dialogue), Arun Matheshwaran (dialogue), Manoj Tripathi (hindi dialogue), Amitabh Verma (hindi dialogue)","Madhavan, Ritika Singh, Mumtaz Sorcar, Nassar",Action,Hindi,India,109,76931
Computer Chess,2013,Andrew Bujalski,Andrew Bujalski,"Kriss Schludermann, Tom Fletcher, Wiley Wiggins, Patrick Riester",Comedy,English,USA,92,101218
Circumstance,2011,Maryam Keshavarz,Maryam Keshavarz,"Nikohl Boosheri, Sarah Kazemy, Reza Sixo Safai, Soheil Parsa",Drama,Persian,France,107,452602
Alps,2011,Yorgos Lanthimos,"Efthymis Filippou (screenplay), Yorgos Lanthimos (screenplay)","Angeliki Papoulia, Aris Servetalis, Johnny Vekris, Ariane Labed",Drama,Greek,Greece,93,5571
Fukrey,2013,Mrighdeep Lamba,"Mrighdeep Lamba (additional dialogue), Mrighdeep Lamba (screenplay), Vipul Vig (screenplay), Vipul Vig (story and dialogue)","Altaf, Priya Anand, Anurag Arora, Jatinder Bakshi",Comedy,Hindi,India,139,87133
Watchmen,2009,Zack Snyder,"David Hayter (screenplay), Alex Tse (screenplay), Dave Gibbons (graphic novel illustrator)","Malin Akerman, Billy Crudup, Matthew Goode, Jackie Earle Haley",Action,English,USA,162,107453620
Cop Car,2015,Jon Watts,"Jon Watts, Christopher Ford","Kevin Bacon, James Freedson-Jackson, Hays Wellford, Camryn Manheim",Crime,English,USA,88,128002
The Damned United,2009,Tom Hooper,"Peter Morgan (screenplay), David Peace (novel)","Colm Meaney, Henry Goodman, David Roper, Jimmy Reddington",Biography,English,UK,98,315306
The Reader,2008,Stephen Daldry,"David Hare (screenplay), Bernhard Schlink (book)","Ralph Fiennes, Jeanette Hain, David Kross, Kate Winslet",Drama,English,USA,124,34111418
Jurassic World,2015,Colin Trevorrow,"Rick Jaffa (screenplay by), Amanda Silver (screenplay by), Colin Trevorrow (screenplay by), Derek Connolly (screenplay by), Rick Jaffa (story by), Amanda Silver (story by), Michael Crichton (based on the characters created by)","Chris Pratt, Bryce Dallas Howard, Irrfan Khan, Vincent D'Onofrio",Action,English,USA,124,528757749
Brave New Jersey,2016,Jody Lambert,"Michael Dowling, Jody Lambert","Anna Camp, Sam Jaeger, Heather Burns, Evan Jonigkeit",Comedy,English,USA,86,14105
Sworn Virgin,2015,Laura Bispuri,"Elvira Dones (novel), Laura Bispuri (screenplay), Francesca Manieri (screenplay)","Alba Rohrwacher, Emily Ferratello, Lars Eidinger, Flonja Kodheli",Drama,Albanian,Italy,84,4235
American Sniper,2014,Clint Eastwood,"Jason Hall, Chris Kyle (book), Scott McEwen (book), Jim DeFelice (book)","Bradley Cooper, Kyle Gallner, Cole Konis, Ben Reed",Action,English,USA,133,274377268
Drillbit Taylor,2008,Steven Brill,"Kristofor Brown (screenplay), Seth Rogen (screenplay), John Hughes (story), Kristofor Brown (story), Seth Rogen (story)","Nate Hartley, Troy Gentile, Ian Roberts, Owen Wilson",Comedy,English,USA,110,32853640
Macbeth,2015,Justin Kurzel,"Todd Louiso (screenplay), Jacob Koskoff (screenplay), Michael Lesslie (screenplay), William Shakespeare (play)","Jack Madigan, Frank Madigan, Michael Fassbender, Marion Cotillard",Drama,English,UK,113,1795802
Perfect Sense,2011,David Mackenzie,Kim Fupz Aakeson,"Eva Green, Lauren Tempany, Ewan McGregor, Connie Nielsen",Drama,English,UK,92,1567
Immigration Tango,2010,David Burton Morris,"Martin L. Kelley (screenplay), Martin L. Kelley (story), Robert J. Lee (screenplay), Robert J. Lee (story), Todd Norwood (screenplay), Elika Portnoy (screenplay)","Elika Portnoy, McCaleb Burnett, Carlos Leon, Ashley Wolfe",Comedy,English,USA,92,23812
"Like Sunday, Like Rain",2014,Frank Whaley,Frank Whaley,"Julian Shatkin, Olga Merediz, Debra Messing, Wayne Pretlow",Drama,English,USA,104,27623
The Young Victoria,2009,Jean-Marc Vallee,Julian Fellowes,"Emily Blunt, Rupert Friend, Paul Bettany, Miranda Richardson",Biography,English,UK,105,10900000
A United Kingdom,2016,Amma Asante,"Guy Hibbert (screenplay by), Susan Williams (based upon the book 'Colour Bar' by)","David Oyelowo, Rosamund Pike, Tom Felton, Jack Davenport",Biography,Tswana,Czech Republic,111,3901302
Nasty Baby,2015,Sebastian Silva,Sebastian Silva (screenplay),"Sebastian Silva, Kristen Wiig, Tunde Adebimpe, Reg E. Cathey",Drama,English,USA,101,79800
Least Among Saints,2012,Martin Papazian,Martin Papazian,"Martin Papazian, Tristan Lake Leabu, Laura San Giacomo, Azura Skye",Crime,English,USA,107,28026
The Darkest Hour,2011,Chris Gorak,"Jon Spaihts (screenplay), Leslie Bohem (story), M.T. Ahern (story), Jon Spaihts (story)","Emile Hirsch, Olivia Thirlby, Max Minghella, Rachael Taylor",Action,English,USA,89,21426805
AmeriGeddon,2016,Mike Norris,Gary Heavin,"Aliya Astaphan, Rich Bentz, Giovannie Cruz, Jonny Cruz",Action,English,USA,90,316554
17 Again,2009,Burr Steers,Jason Filardi,"Zac Efron, Leslie Mann, Thomas Lennon, Matthew Perry",Comedy,English,USA,102,64087443
Harold & Kumar Escape from Guantanamo Bay,2008,"Jon Hurwitz, Hayden Schlossberg","Jon Hurwitz, Hayden Schlossberg, Jon Hurwitz (characters), Hayden Schlossberg (characters)","John Cho, Kal Penn, Rob Corddry, Jack Conley",Adventure,English,USA,104,38087366
Krazzy 4,2008,Jaideep Sen,"Ashwani Dhir (screenplay & dialogue), Rakesh Roshan (story)","Juhi Chawla, Irrfan Khan, Arshad Warsi, Rajpal Yadav",Comedy,Hindi,India,110,433472
The Mummy: Tomb of the Dragon Emperor,2008,Rob Cohen,"Alfred Gough, Miles Millar","Brendan Fraser, Jet Li, Maria Bello, John Hannah",Action,English,USA,112,101600000
Morning,2010,Leland Orser,Leland Orser,"Jeanne Tripplehorn, Leland Orser, Laura Linney, Julie White",Drama,English,USA,95,2876
Nerve,2016,"Henry Joost, Ariel Schulman","Jessica Sharzer (screenplay by), Jeanne Ryan (based on the novel by)","Emma Roberts, Dave Franco, Emily Meade, Miles Heizer",Action,English,USA,96,38562379
Just Go with It,2011,Dennis Dugan,"Allan Loeb (screenplay), Timothy Dowling (screenplay), I.A.L. Diamond (screenplay ""Cactus Flower""), Abe Burrows (stage play), Pierre Barillet (French play), Jean-Pierre Gredy (French play)","Adam Sandler, Jennifer Aniston, Nicole Kidman, Nick Swardson",Comedy,English,USA,117,103028109
Death Race,2008,Paul W.S. Anderson,"Paul W.S. Anderson (screenplay), Paul W.S. Anderson (screen story), Robert Thom, Charles B. Griffith, Ib Melchior","Jason Statham, Joan Allen, Ian McShane, Tyrese Gibson",Action,English,USA,105,36064910
